,Vector ID,Year,Province,Employment Type,Type of Statistic,Unit of Measure,Value
1230,v107658565,2021,Quebec,All persons with employment income,"$20,000 to $29,999",Percent,9.2
1231,v107658566,2021,Quebec,All persons with employment income,"$30,000 to $39,999",Percent,10.1
1232,v107658567,2021,Quebec,All persons with employment income,"$40,000 to $49,999",Percent,9.8
1233,v107658568,2021,Quebec,All persons with employment income,"$50,000 to $59,999",Percent,8.9
1234,v107658569,2021,Quebec,All persons with employment income,"$60,000 to $79,999",Percent,12.1
1235,v107658570,2021,Quebec,All persons with employment income,"$60,000 to $69,999",Percent,6.9
1236,v107658571,2021,Quebec,All persons with employment income,"$70,000 to $79,999",Percent,5.1
1237,v107658572,2021,Quebec,All persons with employment income,"$80,000 to $99,999",Percent,7.9
1238,v107658573,2021,Quebec,All persons with employment income,"$80,000 to $89,999",Percent,4.8
1239,v107658574,2021,Quebec,All persons with employment income,"$90,000 to $99,999",Percent,3.1
1240,v107658575,2021,Quebec,All persons with employment income,"$100,000 and over",Percent,10.1
1241,v107658610,2021,Quebec,All persons with employment income,Number of persons,Number,2649.0
1242,v107658611,2021,Quebec,All persons with employment income,Average employment income,2021 constant dollars,54100.0
1243,v107658612,2021,Quebec,All persons with employment income,Median employment income,2021 constant dollars,44500.0
1244,v107658613,2021,Quebec,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.5
1245,v107658614,2021,Quebec,All persons with employment income,"$5,000 to $9,999",Percent,6.3
1246,v107658615,2021,Quebec,All persons with employment income,"$10,000 to $19,999",Percent,10.0
1247,v107658616,2021,Quebec,All persons with employment income,"$20,000 to $29,999",Percent,8.2
1248,v107658617,2021,Quebec,All persons with employment income,"$30,000 to $39,999",Percent,9.1
1249,v107658618,2021,Quebec,All persons with employment income,"$40,000 to $49,999",Percent,9.0
1250,v107658619,2021,Quebec,All persons with employment income,"$50,000 to $59,999",Percent,8.9
1251,v107658620,2021,Quebec,All persons with employment income,"$60,000 to $79,999",Percent,13.3
1252,v107658621,2021,Quebec,All persons with employment income,"$60,000 to $69,999",Percent,7.7
1253,v107658622,2021,Quebec,All persons with employment income,"$70,000 to $79,999",Percent,5.6
1254,v107658623,2021,Quebec,All persons with employment income,"$80,000 to $99,999",Percent,9.4
1255,v107658624,2021,Quebec,All persons with employment income,"$80,000 to $89,999",Percent,5.6
1256,v107658625,2021,Quebec,All persons with employment income,"$90,000 to $99,999",Percent,3.7
1257,v107658626,2021,Quebec,All persons with employment income,"$100,000 and over",Percent,13.4
1258,v107658661,2021,Quebec,All persons with employment income,Number of persons,Number,2373.0
1259,v107658662,2021,Quebec,All persons with employment income,Average employment income,2021 constant dollars,40900.0
1260,v107658663,2021,Quebec,All persons with employment income,Median employment income,2021 constant dollars,33900.0
1261,v107658664,2021,Quebec,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.3
1262,v107658665,2021,Quebec,All persons with employment income,"$5,000 to $9,999",Percent,8.7
1263,v107658666,2021,Quebec,All persons with employment income,"$10,000 to $19,999",Percent,14.4
1264,v107658667,2021,Quebec,All persons with employment income,"$20,000 to $29,999",Percent,10.3
1265,v107658668,2021,Quebec,All persons with employment income,"$30,000 to $39,999",Percent,11.4
1266,v107658669,2021,Quebec,All persons with employment income,"$40,000 to $49,999",Percent,10.7
1267,v107658670,2021,Quebec,All persons with employment income,"$50,000 to $59,999",Percent,9.0
1268,v107658671,2021,Quebec,All persons with employment income,"$60,000 to $79,999",Percent,10.7
1269,v107658672,2021,Quebec,All persons with employment income,"$60,000 to $69,999",Percent,6.1
1270,v107658673,2021,Quebec,All persons with employment income,"$70,000 to $79,999",Percent,4.6
1271,v107658674,2021,Quebec,All persons with employment income,"$80,000 to $99,999",Percent,6.3
1272,v107658675,2021,Quebec,All persons with employment income,"$80,000 to $89,999",Percent,3.8
1273,v107658676,2021,Quebec,All persons with employment income,"$90,000 to $99,999",Percent,2.4
1274,v107658677,2021,Quebec,All persons with employment income,"$100,000 and over",Percent,6.3
1275,v107658712,2021,Ontario,All persons with employment income,Number of persons,Number,8661.0
1276,v107658713,2021,Ontario,All persons with employment income,Average employment income,2021 constant dollars,53400.0
1277,v107658714,2021,Ontario,All persons with employment income,Median employment income,2021 constant dollars,40000.0
1278,v107658715,2021,Ontario,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.8
1279,v107658716,2021,Ontario,All persons with employment income,"$5,000 to $9,999",Percent,8.0
1280,v107658717,2021,Ontario,All persons with employment income,"$10,000 to $19,999",Percent,10.8
1281,v107658718,2021,Ontario,All persons with employment income,"$20,000 to $29,999",Percent,8.7
1282,v107658719,2021,Ontario,All persons with employment income,"$30,000 to $39,999",Percent,8.6
1283,v107658720,2021,Ontario,All persons with employment income,"$40,000 to $49,999",Percent,9.1
1284,v107658721,2021,Ontario,All persons with employment income,"$50,000 to $59,999",Percent,7.4
1285,v107658722,2021,Ontario,All persons with employment income,"$60,000 to $79,999",Percent,11.8
1286,v107658723,2021,Ontario,All persons with employment income,"$60,000 to $69,999",Percent,6.7
1287,v107658724,2021,Ontario,All persons with employment income,"$70,000 to $79,999",Percent,5.1
1288,v107658725,2021,Ontario,All persons with employment income,"$80,000 to $99,999",Percent,8.3
1289,v107658726,2021,Ontario,All persons with employment income,"$80,000 to $89,999",Percent,4.4
1290,v107658727,2021,Ontario,All persons with employment income,"$90,000 to $99,999",Percent,3.9
1291,v107658728,2021,Ontario,All persons with employment income,"$100,000 and over",Percent,13.5
1292,v107658763,2021,Ontario,All persons with employment income,Number of persons,Number,4571.0
1293,v107658764,2021,Ontario,All persons with employment income,Average employment income,2021 constant dollars,60300.0
1294,v107658765,2021,Ontario,All persons with employment income,Median employment income,2021 constant dollars,45000.0
1295,v107658766,2021,Ontario,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.9
1296,v107658767,2021,Ontario,All persons with employment income,"$5,000 to $9,999",Percent,6.9
1297,v107658768,2021,Ontario,All persons with employment income,"$10,000 to $19,999",Percent,10.0
1298,v107658769,2021,Ontario,All persons with employment income,"$20,000 to $29,999",Percent,7.2
1299,v107658770,2021,Ontario,All persons with employment income,"$30,000 to $39,999",Percent,7.5
1300,v107658771,2021,Ontario,All persons with employment income,"$40,000 to $49,999",Percent,8.4
1301,v107658772,2021,Ontario,All persons with employment income,"$50,000 to $59,999",Percent,6.9
1302,v107658773,2021,Ontario,All persons with employment income,"$60,000 to $79,999",Percent,13.0
1303,v107658774,2021,Ontario,All persons with employment income,"$60,000 to $69,999",Percent,7.3
1304,v107658775,2021,Ontario,All persons with employment income,"$70,000 to $79,999",Percent,5.6
1305,v107658776,2021,Ontario,All persons with employment income,"$80,000 to $99,999",Percent,9.1
1306,v107658777,2021,Ontario,All persons with employment income,"$80,000 to $89,999",Percent,4.6
1307,v107658778,2021,Ontario,All persons with employment income,"$90,000 to $99,999",Percent,4.5
1308,v107658779,2021,Ontario,All persons with employment income,"$100,000 and over",Percent,17.1
1309,v107658814,2021,Ontario,All persons with employment income,Number of persons,Number,4090.0
1310,v107658815,2021,Ontario,All persons with employment income,Average employment income,2021 constant dollars,45700.0
1311,v107658816,2021,Ontario,All persons with employment income,Median employment income,2021 constant dollars,34700.0
1312,v107658817,2021,Ontario,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.7
1313,v107658818,2021,Ontario,All persons with employment income,"$5,000 to $9,999",Percent,9.2
1314,v107658819,2021,Ontario,All persons with employment income,"$10,000 to $19,999",Percent,11.8
1315,v107658820,2021,Ontario,All persons with employment income,"$20,000 to $29,999",Percent,10.4
1316,v107658821,2021,Ontario,All persons with employment income,"$30,000 to $39,999",Percent,9.7
1317,v107658822,2021,Ontario,All persons with employment income,"$40,000 to $49,999",Percent,9.8
1318,v107658823,2021,Ontario,All persons with employment income,"$50,000 to $59,999",Percent,7.9
1319,v107658824,2021,Ontario,All persons with employment income,"$60,000 to $79,999",Percent,10.5
1320,v107658825,2021,Ontario,All persons with employment income,"$60,000 to $69,999",Percent,6.0
1321,v107658826,2021,Ontario,All persons with employment income,"$70,000 to $79,999",Percent,4.5
1322,v107658827,2021,Ontario,All persons with employment income,"$80,000 to $99,999",Percent,7.4
1323,v107658828,2021,Ontario,All persons with employment income,"$80,000 to $89,999",Percent,4.2
1324,v107658829,2021,Ontario,All persons with employment income,"$90,000 to $99,999",Percent,3.2
1325,v107658830,2021,Ontario,All persons with employment income,"$100,000 and over",Percent,9.4
1326,v107659018,2021,Manitoba,All persons with employment income,Number of persons,Number,762.0
1327,v107659019,2021,Manitoba,All persons with employment income,Average employment income,2021 constant dollars,46000.0
1328,v107659020,2021,Manitoba,All persons with employment income,Median employment income,2021 constant dollars,36700.0
1329,v107659021,2021,Manitoba,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.9
1330,v107659022,2021,Manitoba,All persons with employment income,"$5,000 to $9,999",Percent,7.4
1331,v107659023,2021,Manitoba,All persons with employment income,"$10,000 to $19,999",Percent,12.5
1332,v107659024,2021,Manitoba,All persons with employment income,"$20,000 to $29,999",Percent,10.5
1333,v107659025,2021,Manitoba,All persons with employment income,"$30,000 to $39,999",Percent,10.6
1334,v107659026,2021,Manitoba,All persons with employment income,"$40,000 to $49,999",Percent,9.8
1335,v107659027,2021,Manitoba,All persons with employment income,"$50,000 to $59,999",Percent,8.1
1336,v107659028,2021,Manitoba,All persons with employment income,"$60,000 to $79,999",Percent,11.5
1337,v107659029,2021,Manitoba,All persons with employment income,"$60,000 to $69,999",Percent,6.4
1338,v107659030,2021,Manitoba,All persons with employment income,"$70,000 to $79,999",Percent,5.2
1339,v107659031,2021,Manitoba,All persons with employment income,"$80,000 to $99,999",Percent,7.4
1340,v107659032,2021,Manitoba,All persons with employment income,"$80,000 to $89,999",Percent,3.9
1341,v107659033,2021,Manitoba,All persons with employment income,"$90,000 to $99,999",Percent,3.5
1342,v107659034,2021,Manitoba,All persons with employment income,"$100,000 and over",Percent,9.2
1343,v107659069,2021,Manitoba,All persons with employment income,Number of persons,Number,400.0
1344,v107659070,2021,Manitoba,All persons with employment income,Average employment income,2021 constant dollars,52600.0
1345,v107659071,2021,Manitoba,All persons with employment income,Median employment income,2021 constant dollars,42200.0
1346,v107659072,2021,Manitoba,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.7
1347,v107659073,2021,Manitoba,All persons with employment income,"$5,000 to $9,999",Percent,5.6
1348,v107659074,2021,Manitoba,All persons with employment income,"$10,000 to $19,999",Percent,10.9
1349,v107659075,2021,Manitoba,All persons with employment income,"$20,000 to $29,999",Percent,9.0
1350,v107659076,2021,Manitoba,All persons with employment income,"$30,000 to $39,999",Percent,10.0
1351,v107659077,2021,Manitoba,All persons with employment income,"$40,000 to $49,999",Percent,9.7
1352,v107659078,2021,Manitoba,All persons with employment income,"$50,000 to $59,999",Percent,8.5
1353,v107659079,2021,Manitoba,All persons with employment income,"$60,000 to $79,999",Percent,13.9
1354,v107659080,2021,Manitoba,All persons with employment income,"$60,000 to $69,999",Percent,7.6
1355,v107659081,2021,Manitoba,All persons with employment income,"$70,000 to $79,999",Percent,6.3
1356,v107659082,2021,Manitoba,All persons with employment income,"$80,000 to $99,999",Percent,8.5
1357,v107659083,2021,Manitoba,All persons with employment income,"$80,000 to $89,999",Percent,4.8
1358,v107659084,2021,Manitoba,All persons with employment income,"$90,000 to $99,999",Percent,3.7
1359,v107659085,2021,Manitoba,All persons with employment income,"$100,000 and over",Percent,12.1
1360,v107659120,2021,Manitoba,All persons with employment income,Number of persons,Number,362.0
1361,v107659121,2021,Manitoba,All persons with employment income,Average employment income,2021 constant dollars,38800.0
1362,v107659122,2021,Manitoba,All persons with employment income,Median employment income,2021 constant dollars,29900.0
1363,v107659123,2021,Manitoba,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,14.3
1364,v107659124,2021,Manitoba,All persons with employment income,"$5,000 to $9,999",Percent,9.5
1365,v107659125,2021,Manitoba,All persons with employment income,"$10,000 to $19,999",Percent,14.3
1366,v107659126,2021,Manitoba,All persons with employment income,"$20,000 to $29,999",Percent,12.2
1367,v107659127,2021,Manitoba,All persons with employment income,"$30,000 to $39,999",Percent,11.3
1368,v107659128,2021,Manitoba,All persons with employment income,"$40,000 to $49,999",Percent,10.0
1369,v107659129,2021,Manitoba,All persons with employment income,"$50,000 to $59,999",Percent,7.5
1370,v107659130,2021,Manitoba,All persons with employment income,"$60,000 to $79,999",Percent,8.8
1371,v107659131,2021,Manitoba,All persons with employment income,"$60,000 to $69,999",Percent,5.0
1372,v107659132,2021,Manitoba,All persons with employment income,"$70,000 to $79,999",Percent,3.9
1373,v107659133,2021,Manitoba,All persons with employment income,"$80,000 to $99,999",Percent,6.2
1374,v107659134,2021,Manitoba,All persons with employment income,"$80,000 to $89,999",Percent,3.0
1375,v107659135,2021,Manitoba,All persons with employment income,"$90,000 to $99,999",Percent,3.2
1376,v107659136,2021,Manitoba,All persons with employment income,"$100,000 and over",Percent,6.0
1377,v107659171,2021,Saskatchewan,All persons with employment income,Number of persons,Number,638.0
1378,v107659172,2021,Saskatchewan,All persons with employment income,Average employment income,2021 constant dollars,49200.0
1379,v107659173,2021,Saskatchewan,All persons with employment income,Median employment income,2021 constant dollars,38500.0
1380,v107659174,2021,Saskatchewan,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.2
1381,v107659175,2021,Saskatchewan,All persons with employment income,"$5,000 to $9,999",Percent,7.5
1382,v107659176,2021,Saskatchewan,All persons with employment income,"$10,000 to $19,999",Percent,11.6
1383,v107659177,2021,Saskatchewan,All persons with employment income,"$20,000 to $29,999",Percent,9.0
1384,v107659178,2021,Saskatchewan,All persons with employment income,"$30,000 to $39,999",Percent,10.0
1385,v107659179,2021,Saskatchewan,All persons with employment income,"$40,000 to $49,999",Percent,8.0
1386,v107659180,2021,Saskatchewan,All persons with employment income,"$50,000 to $59,999",Percent,8.2
1387,v107659181,2021,Saskatchewan,All persons with employment income,"$60,000 to $79,999",Percent,12.0
1388,v107659182,2021,Saskatchewan,All persons with employment income,"$60,000 to $69,999",Percent,6.9
1389,v107659183,2021,Saskatchewan,All persons with employment income,"$70,000 to $79,999",Percent,5.1
1390,v107659184,2021,Saskatchewan,All persons with employment income,"$80,000 to $99,999",Percent,9.2
1391,v107659185,2021,Saskatchewan,All persons with employment income,"$80,000 to $89,999",Percent,5.3
1392,v107659186,2021,Saskatchewan,All persons with employment income,"$90,000 to $99,999",Percent,4.0
1393,v107659187,2021,Saskatchewan,All persons with employment income,"$100,000 and over",Percent,11.4
1394,v107659222,2021,Saskatchewan,All persons with employment income,Number of persons,Number,338.0
1395,v107659223,2021,Saskatchewan,All persons with employment income,Average employment income,2021 constant dollars,57200.0
1396,v107659224,2021,Saskatchewan,All persons with employment income,Median employment income,2021 constant dollars,47400.0
1397,v107659225,2021,Saskatchewan,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.2
1398,v107659226,2021,Saskatchewan,All persons with employment income,"$5,000 to $9,999",Percent,7.1
1399,v107659227,2021,Saskatchewan,All persons with employment income,"$10,000 to $19,999",Percent,10.0
1400,v107659228,2021,Saskatchewan,All persons with employment income,"$20,000 to $29,999",Percent,7.5
1401,v107659229,2021,Saskatchewan,All persons with employment income,"$30,000 to $39,999",Percent,8.8
1402,v107659230,2021,Saskatchewan,All persons with employment income,"$40,000 to $49,999",Percent,7.0
1403,v107659231,2021,Saskatchewan,All persons with employment income,"$50,000 to $59,999",Percent,8.6
1404,v107659232,2021,Saskatchewan,All persons with employment income,"$60,000 to $79,999",Percent,12.7
1405,v107659233,2021,Saskatchewan,All persons with employment income,"$60,000 to $69,999",Percent,7.4
1406,v107659234,2021,Saskatchewan,All persons with employment income,"$70,000 to $79,999",Percent,5.4
1407,v107659235,2021,Saskatchewan,All persons with employment income,"$80,000 to $99,999",Percent,11.1
1408,v107659236,2021,Saskatchewan,All persons with employment income,"$80,000 to $89,999",Percent,6.9
1409,v107659237,2021,Saskatchewan,All persons with employment income,"$90,000 to $99,999",Percent,4.2
1410,v107659238,2021,Saskatchewan,All persons with employment income,"$100,000 and over",Percent,15.9
1411,v107659273,2021,Saskatchewan,All persons with employment income,Number of persons,Number,300.0
1412,v107659274,2021,Saskatchewan,All persons with employment income,Average employment income,2021 constant dollars,40100.0
1413,v107659275,2021,Saskatchewan,All persons with employment income,Median employment income,2021 constant dollars,31600.0
1414,v107659276,2021,Saskatchewan,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,15.5
1415,v107659277,2021,Saskatchewan,All persons with employment income,"$5,000 to $9,999",Percent,7.9
1416,v107659278,2021,Saskatchewan,All persons with employment income,"$10,000 to $19,999",Percent,13.4
1417,v107659279,2021,Saskatchewan,All persons with employment income,"$20,000 to $29,999",Percent,10.5
1418,v107659280,2021,Saskatchewan,All persons with employment income,"$30,000 to $39,999",Percent,11.3
1419,v107659281,2021,Saskatchewan,All persons with employment income,"$40,000 to $49,999",Percent,9.1
1420,v107659282,2021,Saskatchewan,All persons with employment income,"$50,000 to $59,999",Percent,7.7
1421,v107659283,2021,Saskatchewan,All persons with employment income,"$60,000 to $79,999",Percent,11.2
1422,v107659284,2021,Saskatchewan,All persons with employment income,"$60,000 to $69,999",Percent,6.4
1423,v107659285,2021,Saskatchewan,All persons with employment income,"$70,000 to $79,999",Percent,4.8
1424,v107659286,2021,Saskatchewan,All persons with employment income,"$80,000 to $99,999",Percent,7.1
1425,v107659287,2021,Saskatchewan,All persons with employment income,"$80,000 to $89,999",Percent,3.4
1426,v107659288,2021,Saskatchewan,All persons with employment income,"$90,000 to $99,999",Percent,3.7
1427,v107659289,2021,Saskatchewan,All persons with employment income,"$100,000 and over",Percent,6.2
1428,v107659324,2021,Alberta,All persons with employment income,Number of persons,Number,2571.0
1429,v107659325,2021,Alberta,All persons with employment income,Average employment income,2021 constant dollars,58100.0
1430,v107659326,2021,Alberta,All persons with employment income,Median employment income,2021 constant dollars,43400.0
1431,v107659327,2021,Alberta,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.8
1432,v107659328,2021,Alberta,All persons with employment income,"$5,000 to $9,999",Percent,7.3
1433,v107659329,2021,Alberta,All persons with employment income,"$10,000 to $19,999",Percent,11.4
1434,v107659330,2021,Alberta,All persons with employment income,"$20,000 to $29,999",Percent,8.6
1435,v107659331,2021,Alberta,All persons with employment income,"$30,000 to $39,999",Percent,8.3
1436,v107659332,2021,Alberta,All persons with employment income,"$40,000 to $49,999",Percent,8.4
1437,v107659333,2021,Alberta,All persons with employment income,"$50,000 to $59,999",Percent,7.0
1438,v107659334,2021,Alberta,All persons with employment income,"$60,000 to $79,999",Percent,12.9
1439,v107659335,2021,Alberta,All persons with employment income,"$60,000 to $69,999",Percent,6.9
1440,v107659336,2021,Alberta,All persons with employment income,"$70,000 to $79,999",Percent,6.0
1441,v107659337,2021,Alberta,All persons with employment income,"$80,000 to $99,999",Percent,8.2
1442,v107659338,2021,Alberta,All persons with employment income,"$80,000 to $89,999",Percent,4.1
1443,v107659339,2021,Alberta,All persons with employment income,"$90,000 to $99,999",Percent,4.1
1444,v107659340,2021,Alberta,All persons with employment income,"$100,000 and over",Percent,16.0
1445,v107659375,2021,Alberta,All persons with employment income,Number of persons,Number,1340.0
1446,v107659376,2021,Alberta,All persons with employment income,Average employment income,2021 constant dollars,70100.0
1447,v107659377,2021,Alberta,All persons with employment income,Median employment income,2021 constant dollars,53200.0
1448,v107659378,2021,Alberta,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,10.5
1449,v107659379,2021,Alberta,All persons with employment income,"$5,000 to $9,999",Percent,6.1
1450,v107659380,2021,Alberta,All persons with employment income,"$10,000 to $19,999",Percent,9.7
1451,v107659381,2021,Alberta,All persons with employment income,"$20,000 to $29,999",Percent,6.2
1452,v107659382,2021,Alberta,All persons with employment income,"$30,000 to $39,999",Percent,7.5
1453,v107659383,2021,Alberta,All persons with employment income,"$40,000 to $49,999",Percent,7.1
1454,v107659384,2021,Alberta,All persons with employment income,"$50,000 to $59,999",Percent,7.6
1455,v107659385,2021,Alberta,All persons with employment income,"$60,000 to $79,999",Percent,13.5
1456,v107659386,2021,Alberta,All persons with employment income,"$60,000 to $69,999",Percent,6.9
1457,v107659387,2021,Alberta,All persons with employment income,"$70,000 to $79,999",Percent,6.7
1458,v107659388,2021,Alberta,All persons with employment income,"$80,000 to $99,999",Percent,9.1
1459,v107659389,2021,Alberta,All persons with employment income,"$80,000 to $89,999",Percent,4.6
1460,v107659390,2021,Alberta,All persons with employment income,"$90,000 to $99,999",Percent,4.5
1461,v107659391,2021,Alberta,All persons with employment income,"$100,000 and over",Percent,22.5
1462,v107659426,2021,Alberta,All persons with employment income,Number of persons,Number,1231.0
1463,v107659427,2021,Alberta,All persons with employment income,Average employment income,2021 constant dollars,45000.0
1464,v107659428,2021,Alberta,All persons with employment income,Median employment income,2021 constant dollars,34100.0
1465,v107659429,2021,Alberta,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.2
1466,v107659430,2021,Alberta,All persons with employment income,"$5,000 to $9,999",Percent,8.5
1467,v107659431,2021,Alberta,All persons with employment income,"$10,000 to $19,999",Percent,13.2
1468,v107659432,2021,Alberta,All persons with employment income,"$20,000 to $29,999",Percent,11.3
1469,v107659433,2021,Alberta,All persons with employment income,"$30,000 to $39,999",Percent,9.1
1470,v107659434,2021,Alberta,All persons with employment income,"$40,000 to $49,999",Percent,9.9
1471,v107659435,2021,Alberta,All persons with employment income,"$50,000 to $59,999",Percent,6.4
1472,v107659436,2021,Alberta,All persons with employment income,"$60,000 to $79,999",Percent,12.3
1473,v107659437,2021,Alberta,All persons with employment income,"$60,000 to $69,999",Percent,6.9
1474,v107659438,2021,Alberta,All persons with employment income,"$70,000 to $79,999",Percent,5.3
1475,v107659439,2021,Alberta,All persons with employment income,"$80,000 to $99,999",Percent,7.3
1476,v107659440,2021,Alberta,All persons with employment income,"$80,000 to $89,999",Percent,3.6
1477,v107659441,2021,Alberta,All persons with employment income,"$90,000 to $99,999",Percent,3.7
1478,v107659442,2021,Alberta,All persons with employment income,"$100,000 and over",Percent,8.9
1479,v107659477,2021,British Columbia,All persons with employment income,Number of persons,Number,3067.0
1480,v107659478,2021,British Columbia,All persons with employment income,Average employment income,2021 constant dollars,52000.0
1481,v107659479,2021,British Columbia,All persons with employment income,Median employment income,2021 constant dollars,40100.0
1482,v107659480,2021,British Columbia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.2
1483,v107659481,2021,British Columbia,All persons with employment income,"$5,000 to $9,999",Percent,6.9
1484,v107659482,2021,British Columbia,All persons with employment income,"$10,000 to $19,999",Percent,11.0
1485,v107659483,2021,British Columbia,All persons with employment income,"$20,000 to $29,999",Percent,10.1
1486,v107659484,2021,British Columbia,All persons with employment income,"$30,000 to $39,999",Percent,9.6
1487,v107659485,2021,British Columbia,All persons with employment income,"$40,000 to $49,999",Percent,8.8
1488,v107659486,2021,British Columbia,All persons with employment income,"$50,000 to $59,999",Percent,7.6
1489,v107659487,2021,British Columbia,All persons with employment income,"$60,000 to $79,999",Percent,12.7
1490,v107659488,2021,British Columbia,All persons with employment income,"$60,000 to $69,999",Percent,7.3
1491,v107659489,2021,British Columbia,All persons with employment income,"$70,000 to $79,999",Percent,5.4
1492,v107659490,2021,British Columbia,All persons with employment income,"$80,000 to $99,999",Percent,8.0
1493,v107659491,2021,British Columbia,All persons with employment income,"$80,000 to $89,999",Percent,4.5
1494,v107659492,2021,British Columbia,All persons with employment income,"$90,000 to $99,999",Percent,3.6
1495,v107659493,2021,British Columbia,All persons with employment income,"$100,000 and over",Percent,13.0
1496,v107659528,2021,British Columbia,All persons with employment income,Number of persons,Number,1571.0
1497,v107659529,2021,British Columbia,All persons with employment income,Average employment income,2021 constant dollars,60700.0
1498,v107659530,2021,British Columbia,All persons with employment income,Median employment income,2021 constant dollars,49500.0
1499,v107659531,2021,British Columbia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,10.8
1500,v107659532,2021,British Columbia,All persons with employment income,"$5,000 to $9,999",Percent,5.6
1501,v107659533,2021,British Columbia,All persons with employment income,"$10,000 to $19,999",Percent,9.1
1502,v107659534,2021,British Columbia,All persons with employment income,"$20,000 to $29,999",Percent,8.4
1503,v107659535,2021,British Columbia,All persons with employment income,"$30,000 to $39,999",Percent,9.1
1504,v107659536,2021,British Columbia,All persons with employment income,"$40,000 to $49,999",Percent,7.6
1505,v107659537,2021,British Columbia,All persons with employment income,"$50,000 to $59,999",Percent,6.8
1506,v107659538,2021,British Columbia,All persons with employment income,"$60,000 to $79,999",Percent,14.8
1507,v107659539,2021,British Columbia,All persons with employment income,"$60,000 to $69,999",Percent,8.8
1508,v107659540,2021,British Columbia,All persons with employment income,"$70,000 to $79,999",Percent,6.0
1509,v107659541,2021,British Columbia,All persons with employment income,"$80,000 to $99,999",Percent,10.1
1510,v107659542,2021,British Columbia,All persons with employment income,"$80,000 to $89,999",Percent,5.3
1511,v107659543,2021,British Columbia,All persons with employment income,"$90,000 to $99,999",Percent,4.7
1512,v107659544,2021,British Columbia,All persons with employment income,"$100,000 and over",Percent,17.9
1513,v107659579,2021,British Columbia,All persons with employment income,Number of persons,Number,1496.0
1514,v107659580,2021,British Columbia,All persons with employment income,Average employment income,2021 constant dollars,42800.0
1515,v107659581,2021,British Columbia,All persons with employment income,Median employment income,2021 constant dollars,32700.0
1516,v107659582,2021,British Columbia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.7
1517,v107659583,2021,British Columbia,All persons with employment income,"$5,000 to $9,999",Percent,8.3
1518,v107659584,2021,British Columbia,All persons with employment income,"$10,000 to $19,999",Percent,13.0
1519,v107659585,2021,British Columbia,All persons with employment income,"$20,000 to $29,999",Percent,11.9
1520,v107659586,2021,British Columbia,All persons with employment income,"$30,000 to $39,999",Percent,10.1
1521,v107659587,2021,British Columbia,All persons with employment income,"$40,000 to $49,999",Percent,10.0
1522,v107659588,2021,British Columbia,All persons with employment income,"$50,000 to $59,999",Percent,8.6
1523,v107659589,2021,British Columbia,All persons with employment income,"$60,000 to $79,999",Percent,10.5
1524,v107659590,2021,British Columbia,All persons with employment income,"$60,000 to $69,999",Percent,5.7
1525,v107659591,2021,British Columbia,All persons with employment income,"$70,000 to $79,999",Percent,4.8
1526,v107659592,2021,British Columbia,All persons with employment income,"$80,000 to $99,999",Percent,5.9
1527,v107659593,2021,British Columbia,All persons with employment income,"$80,000 to $89,999",Percent,3.5
1528,v107659594,2021,British Columbia,All persons with employment income,"$90,000 to $99,999",Percent,2.4
1529,v107659595,2021,British Columbia,All persons with employment income,"$100,000 and over",Percent,7.9
