,Vector ID,Year,Province,Labour force characteristics,Sex,Unit of Measure,Value,Coordinate
287,v1063542905,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,50.0,2.12.3.2
288,v1063542906,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,17.0,2.12.3.3
289,v1063542907,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,16.1,2.12.3.4
290,v1063542925,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,15.6,2.12.3.22
291,v1063542908,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,17.9,2.12.3.5
292,v1063542909,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,14.9,2.12.3.6
293,v1063542910,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,23.8,2.12.3.7
294,v1063542911,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,20.1,2.12.3.8
295,v1063542912,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,80.4,2.12.3.9
296,v1063542913,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,35.2,2.12.3.10
297,v1063542914,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,19.4,2.12.3.11
298,v1063542915,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,11.2,2.12.3.12
299,v1063542916,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,,2.12.3.13
300,v1063542917,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,15.8,2.12.3.14
301,v1063542918,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,,2.12.3.15
302,v1063542919,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,,2.12.3.16
303,v1063542920,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,16.9,2.12.3.17
304,v1063542921,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,22.4,2.12.3.18
305,v1063542922,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,45.0,2.12.3.19
306,v1063542923,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,39.3,2.12.3.20
307,v1063542924,2019,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,58.3,2.12.3.21
308,v1063542486,2019,Newfoundland and Labrador,Unemployment,Males,Persons,19.8,2.6.2.1
309,v1063542487,2019,Newfoundland and Labrador,Unemployment,Males,Persons,3.4,2.6.2.2
310,v1063542488,2019,Newfoundland and Labrador,Unemployment,Males,Persons,16.4,2.6.2.3
311,v1063542489,2019,Newfoundland and Labrador,Unemployment,Males,Persons,6.1,2.6.2.4
312,v1063542507,2019,Newfoundland and Labrador,Unemployment,Males,Persons,9.0,2.6.2.22
313,v1063542490,2019,Newfoundland and Labrador,Unemployment,Males,Persons,10.3,2.6.2.5
314,v1063542491,2019,Newfoundland and Labrador,Unemployment,Males,Persons,10.2,2.6.2.6
315,v1063542492,2019,Newfoundland and Labrador,Unemployment,Males,Persons,6.2,2.6.2.7
316,v1063542493,2019,Newfoundland and Labrador,Unemployment,Males,Persons,18.5,2.6.2.8
317,v1063542494,2019,Newfoundland and Labrador,Unemployment,Males,Persons,1.5,2.6.2.9
318,v1063542495,2019,Newfoundland and Labrador,Unemployment,Males,Persons,1.8,2.6.2.10
319,v1063542496,2019,Newfoundland and Labrador,Unemployment,Males,Persons,2.3,2.6.2.11
320,v1063542497,2019,Newfoundland and Labrador,Unemployment,Males,Persons,1.2,2.6.2.12
321,v1063542498,2019,Newfoundland and Labrador,Unemployment,Males,Persons,1.1,2.6.2.13
322,v1063542499,2019,Newfoundland and Labrador,Unemployment,Males,Persons,1.5,2.6.2.14
323,v1063542500,2019,Newfoundland and Labrador,Unemployment,Males,Persons,1.7,2.6.2.15
324,v1063542501,2019,Newfoundland and Labrador,Unemployment,Males,Persons,2.4,2.6.2.16
325,v1063542502,2019,Newfoundland and Labrador,Unemployment,Males,Persons,2.6,2.6.2.17
326,v1063542503,2019,Newfoundland and Labrador,Unemployment,Males,Persons,2.2,2.6.2.18
327,v1063542504,2019,Newfoundland and Labrador,Unemployment,Males,Persons,,2.6.2.19
328,v1063542505,2019,Newfoundland and Labrador,Unemployment,Males,Persons,,2.6.2.20
329,v1063542506,2019,Newfoundland and Labrador,Unemployment,Males,Persons,,2.6.2.21
330,v1063542508,2019,Newfoundland and Labrador,Unemployment,Females,Persons,12.2,2.6.3.1
331,v1063542509,2019,Newfoundland and Labrador,Unemployment,Females,Persons,2.6,2.6.3.2
332,v1063542510,2019,Newfoundland and Labrador,Unemployment,Females,Persons,9.6,2.6.3.3
333,v1063542511,2019,Newfoundland and Labrador,Unemployment,Females,Persons,4.1,2.6.3.4
334,v1063542529,2019,Newfoundland and Labrador,Unemployment,Females,Persons,5.2,2.6.3.22
335,v1063542512,2019,Newfoundland and Labrador,Unemployment,Females,Persons,5.5,2.6.3.5
336,v1063542513,2019,Newfoundland and Labrador,Unemployment,Females,Persons,6.5,2.6.3.6
337,v1063542514,2019,Newfoundland and Labrador,Unemployment,Females,Persons,3.0,2.6.3.7
338,v1063542515,2019,Newfoundland and Labrador,Unemployment,Females,Persons,11.9,2.6.3.8
339,v1063542516,2019,Newfoundland and Labrador,Unemployment,Females,Persons,1.2,2.6.3.9
340,v1063542517,2019,Newfoundland and Labrador,Unemployment,Females,Persons,1.4,2.6.3.10
341,v1063542518,2019,Newfoundland and Labrador,Unemployment,Females,Persons,1.3,2.6.3.11
342,v1063542519,2019,Newfoundland and Labrador,Unemployment,Females,Persons,0.8,2.6.3.12
343,v1063542520,2019,Newfoundland and Labrador,Unemployment,Females,Persons,1.0,2.6.3.13
344,v1063542521,2019,Newfoundland and Labrador,Unemployment,Females,Persons,1.0,2.6.3.14
345,v1063542522,2019,Newfoundland and Labrador,Unemployment,Females,Persons,1.2,2.6.3.15
346,v1063542523,2019,Newfoundland and Labrador,Unemployment,Females,Persons,1.2,2.6.3.16
347,v1063542524,2019,Newfoundland and Labrador,Unemployment,Females,Persons,1.5,2.6.3.17
348,v1063542525,2019,Newfoundland and Labrador,Unemployment,Females,Persons,1.2,2.6.3.18
349,v1063542526,2019,Newfoundland and Labrador,Unemployment,Females,Persons,,2.6.3.19
350,v1063542527,2019,Newfoundland and Labrador,Unemployment,Females,Persons,,2.6.3.20
351,v1063542528,2019,Newfoundland and Labrador,Unemployment,Females,Persons,,2.6.3.21
352,v1063542552,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,81.0,2.7.2.1
353,v1063542553,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,11.0,2.7.2.2
354,v1063542554,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,70.0,2.7.2.3
355,v1063542555,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,6.1,2.7.2.4
356,v1063542573,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,20.1,2.7.2.22
357,v1063542556,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,63.9,2.7.2.5
358,v1063542557,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,12.0,2.7.2.6
359,v1063542558,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,57.9,2.7.2.7
360,v1063542559,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,37.2,2.7.2.8
361,v1063542560,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,7.6,2.7.2.9
362,v1063542561,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,3.5,2.7.2.10
363,v1063542562,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,1.5,2.7.2.11
364,v1063542563,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,1.5,2.7.2.12
365,v1063542564,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,1.4,2.7.2.13
366,v1063542565,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,1.6,2.7.2.14
367,v1063542566,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,2.2,2.7.2.15
368,v1063542567,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,3.8,2.7.2.16
369,v1063542568,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,5.0,2.7.2.17
370,v1063542569,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,9.2,2.7.2.18
371,v1063542570,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,43.7,2.7.2.19
372,v1063542571,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,13.5,2.7.2.20
373,v1063542572,2019,Newfoundland and Labrador,Not in labour force,Males,Persons,30.2,2.7.2.21
374,v1063542574,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,103.0,2.7.3.1
375,v1063542575,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,10.5,2.7.3.2
376,v1063542576,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,92.5,2.7.3.3
377,v1063542577,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,10.9,2.7.3.4
378,v1063542595,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,29.0,2.7.3.22
379,v1063542578,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,81.6,2.7.3.5
380,v1063542579,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,19.6,2.7.3.6
381,v1063542580,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,72.9,2.7.3.7
382,v1063542581,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,50.5,2.7.3.8
383,v1063542582,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,7.2,2.7.3.9
384,v1063542583,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,3.4,2.7.3.10
385,v1063542584,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,2.8,2.7.3.11
386,v1063542585,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,2.9,2.7.3.12
387,v1063542586,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,3.3,2.7.3.13
388,v1063542587,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,1.9,2.7.3.14
389,v1063542588,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,3.4,2.7.3.15
390,v1063542589,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,5.3,2.7.3.16
391,v1063542590,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,7.7,2.7.3.17
392,v1063542591,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,12.6,2.7.3.18
393,v1063542592,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,52.5,2.7.3.19
394,v1063542593,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,16.7,2.7.3.20
395,v1063542594,2019,Newfoundland and Labrador,Not in labour force,Females,Persons,35.8,2.7.3.21
396,v1063542618,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,14.3,2.8.2.1
397,v1063542619,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,19.1,2.8.2.2
398,v1063542620,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,13.6,2.8.2.3
399,v1063542621,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,11.6,2.8.2.4
400,v1063542639,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,15.1,2.8.2.22
401,v1063542622,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,15.2,2.8.2.5
402,v1063542623,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,12.1,2.8.2.6
403,v1063542624,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,17.1,2.8.2.7
404,v1063542625,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,14.3,2.8.2.8
405,v1063542626,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,23.4,2.8.2.9
406,v1063542627,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,15.8,2.8.2.10
407,v1063542628,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,17.7,2.8.2.11
408,v1063542629,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,9.4,2.8.2.12
409,v1063542630,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,8.8,2.8.2.13
410,v1063542631,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,10.5,2.8.2.14
411,v1063542632,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,11.0,2.8.2.15
412,v1063542633,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,14.9,2.8.2.16
413,v1063542634,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,16.0,2.8.2.17
414,v1063542635,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,19.1,2.8.2.18
415,v1063542636,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,,2.8.2.19
416,v1063542637,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,,2.8.2.20
417,v1063542638,2019,Newfoundland and Labrador,Unemployment rate,Males,Percentage,,2.8.2.21
418,v1063542640,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,9.9,2.8.3.1
419,v1063542641,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,16.3,2.8.3.2
420,v1063542642,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,8.9,2.8.3.3
421,v1063542643,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,8.3,2.8.3.4
422,v1063542661,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,9.7,2.8.3.22
423,v1063542644,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,9.5,2.8.3.5
424,v1063542645,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,8.1,2.8.3.6
425,v1063542646,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,11.1,2.8.3.7
426,v1063542647,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,10.0,2.8.3.8
427,v1063542648,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,20.3,2.8.3.9
428,v1063542649,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,13.9,2.8.3.10
429,v1063542650,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,11.8,2.8.3.11
430,v1063542651,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.0,2.8.3.12
431,v1063542652,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.1,2.8.3.13
432,v1063542653,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.7,2.8.3.14
433,v1063542654,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.6,2.8.3.15
434,v1063542655,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.9,2.8.3.16
435,v1063542656,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,10.8,2.8.3.17
436,v1063542657,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,13.6,2.8.3.18
437,v1063542658,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,,2.8.3.19
438,v1063542659,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,,2.8.3.20
439,v1063542660,2019,Newfoundland and Labrador,Unemployment rate,Females,Percentage,,2.8.3.21
440,v1063542684,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,63.1,2.9.2.1
441,v1063542685,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,61.6,2.9.2.2
442,v1063542686,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,63.2,2.9.2.3
443,v1063542687,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,89.6,2.9.2.4
444,v1063542705,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,74.7,2.9.2.22
445,v1063542688,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,51.5,2.9.2.5
446,v1063542689,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,87.5,2.9.2.6
447,v1063542690,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,38.5,2.9.2.7
448,v1063542691,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,77.7,2.9.2.8
449,v1063542692,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,45.7,2.9.2.9
450,v1063542693,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,76.5,2.9.2.10
451,v1063542694,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,89.0,2.9.2.11
452,v1063542695,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,89.4,2.9.2.12
453,v1063542696,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,89.9,2.9.2.13
454,v1063542697,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,89.9,2.9.2.14
455,v1063542698,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,87.6,2.9.2.15
456,v1063542699,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,80.9,2.9.2.16
457,v1063542700,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,76.5,2.9.2.17
458,v1063542701,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,55.6,2.9.2.18
459,v1063542702,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,16.3,2.9.2.19
460,v1063542703,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,29.2,2.9.2.20
461,v1063542704,2019,Newfoundland and Labrador,Participation rate,Males,Percentage,8.5,2.9.2.21
462,v1063542706,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,54.6,2.9.3.1
463,v1063542707,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,60.4,2.9.3.2
464,v1063542708,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,53.8,2.9.3.3
465,v1063542709,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,82.0,2.9.3.4
466,v1063542727,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,65.0,2.9.3.22
467,v1063542710,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,41.6,2.9.3.5
468,v1063542711,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,80.4,2.9.3.6
469,v1063542712,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,27.1,2.9.3.7
470,v1063542713,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,70.3,2.9.3.8
471,v1063542714,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,45.4,2.9.3.9
472,v1063542715,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,74.8,2.9.3.10
473,v1063542716,2019,Newfoundland and Labrador,Participation rate,Females,Percentage,79.7,2.9.3.11
